id,location,fault_severity,severity_type,resource_type,event_count,unique_event_count,log_feature_count,unique_log_features,total_log_volume,mean_log_volume,max_log_volume,min_log_volume,date
1743,location 794,1,severity_type 1,resource_type 4,3,3,3,3,4,1.3333333333333333,2,1,2025-06-29
12919,location 921,2,severity_type 2,resource_type 8,1,1,2,2,8,4.0,4,4,2025-06-11
7922,location 742,0,severity_type 1,resource_type 2,3,3,2,2,2,1.0,1,1,2025-12-09
8201,location 897,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-02-28
13659,location 466,0,severity_type 2,resource_type 2,2,2,4,4,10,2.5,3,2,2025-07-28
2861,location 1107,0,severity_type 1,resource_type 8,2,2,3,3,35,11.666666666666666,28,1,2025-07-17
17883,location 744,2,severity_type 1,resource_type 8,3,3,5,5,39,7.8,13,1,2025-06-22
17057,location 122,0,severity_type 2,resource_type 2,2,2,6,6,14,2.333333333333333,4,1,2025-10-22
12316,location 240,0,severity_type 2,resource_type 2,2,2,4,4,6,1.5,2,1,2025-04-08
12541,location 691,0,severity_type 1,resource_type 8,3,3,3,3,9,3.0,4,1,2025-12-15
363,location 809,0,severity_type 1,resource_type 8,2,2,2,2,10,5.0,5,5,2025-05-02
4166,location 549,1,severity_type 1,resource_type 8,2,2,4,4,8,2.0,4,1,2025-07-18
8354,location 810,0,severity_type 2,resource_type 8,1,1,3,3,17,5.666666666666667,10,1,2025-07-10
9160,location 1089,1,severity_type 1,resource_type 8,1,1,4,4,16,4.0,7,1,2025-11-07
1476,location 266,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-06-10
8193,location 1010,1,severity_type 1,resource_type 8,1,1,2,2,9,4.5,5,4,2025-04-14
12708,location 1094,1,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-01-08
13410,location 345,0,severity_type 2,resource_type 2,3,3,4,4,6,1.5,2,1,2025-05-13
12066,location 501,0,severity_type 2,resource_type 2,2,2,4,4,8,2.0,3,1,2025-10-29
8570,location 939,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-01-04
4204,location 957,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-11-24
18290,location 373,0,severity_type 2,resource_type 2,2,2,2,2,136,68.0,69,67,2025-07-18
11441,location 684,2,severity_type 2,resource_type 8,1,1,2,2,14,7.0,10,4,2025-02-21
17975,location 1094,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-04-21
11262,location 821,0,severity_type 2,resource_type 8,1,1,4,4,28,7.0,14,4,2025-07-22
3768,location 823,0,severity_type 1,resource_type 8,2,2,2,2,7,3.5,5,2,2025-04-26
11418,location 244,0,severity_type 2,resource_type 2,2,2,2,2,103,51.5,52,51,2025-02-09
13813,location 857,1,severity_type 1,resource_type 8,1,1,4,4,10,2.5,3,2,2025-09-01
1665,location 846,1,severity_type 2,resource_type 8,1,1,2,2,20,10.0,17,3,2025-09-03
4170,location 1065,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-02-13
12798,location 1008,0,severity_type 2,resource_type 8,1,1,1,1,18,18.0,18,18,2025-04-13
681,location 1099,0,severity_type 1,resource_type 8,1,1,2,2,11,5.5,6,5,2025-03-31
319,location 1099,0,severity_type 1,resource_type 8,1,1,4,4,16,4.0,6,2,2025-08-29
17956,location 300,0,severity_type 2,resource_type 2,2,2,6,6,45,7.5,10,4,2025-09-24
429,location 793,0,severity_type 1,resource_type 8,1,1,2,2,106,53.0,69,37,2025-09-23
6663,location 906,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-12-09
10586,location 404,1,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-10-08
8583,location 1117,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,3,1,2025-04-28
8030,location 461,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,3,3,2025-02-09
5099,location 95,0,severity_type 2,resource_type 2,2,2,4,4,26,6.5,7,6,2025-08-13
446,location 1056,1,severity_type 1,resource_type 6,2,2,3,3,3,1.0,1,1,2025-12-01
5725,location 995,1,severity_type 2,resource_type 8,1,1,3,3,26,8.666666666666666,21,2,2025-12-22
15436,location 893,0,severity_type 1,resource_type 2,3,3,6,6,38,6.333333333333333,10,4,2025-03-26
6758,location 500,0,severity_type 2,resource_type 2,2,2,3,3,9,3.0,4,1,2025-03-28
6449,location 122,0,severity_type 2,resource_type 2,2,2,6,6,24,4.0,6,3,2025-01-14
4552,location 613,1,severity_type 1,resource_type 8,2,2,3,3,19,6.333333333333333,14,1,2025-02-21
17865,location 846,0,severity_type 2,resource_type 8,1,1,2,2,33,16.5,22,11,2025-07-22
1645,location 653,1,severity_type 2,resource_type 8,1,1,2,2,15,7.5,13,2,2025-07-19
1308,location 100,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-05-16
8781,location 311,1,severity_type 2,resource_type 2,2,2,2,2,12,6.0,7,5,2025-04-24
831,location 126,0,severity_type 2,resource_type 2,2,2,6,6,10,1.6666666666666667,3,1,2025-10-30
15145,location 1107,0,severity_type 2,resource_type 8,1,1,2,2,27,13.5,26,1,2025-06-17
17654,location 477,0,severity_type 1,resource_type 8,3,3,10,10,24,2.4,9,1,2025-10-23
603,location 507,0,severity_type 2,resource_type 2,2,2,13,13,122,9.384615384615383,47,1,2025-12-18
5962,location 390,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-04-26
11520,location 756,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-03-15
10341,location 90,0,severity_type 2,resource_type 2,1,1,2,2,8,4.0,4,4,2025-12-14
5070,location 684,0,severity_type 1,resource_type 8,2,2,2,2,40,20.0,26,14,2025-08-20
1197,location 479,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,10,5,2025-04-17
6187,location 734,1,severity_type 1,resource_type 8,2,2,7,7,33,4.714285714285714,22,1,2025-08-15
733,location 1106,0,severity_type 1,resource_type 8,1,1,2,2,39,19.5,23,16,2025-07-07
2242,location 124,0,severity_type 2,resource_type 2,2,2,8,8,23,2.875,5,1,2025-11-27
479,location 1025,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-04-04
12362,location 473,0,severity_type 2,resource_type 2,2,2,4,4,12,3.0,4,2,2025-12-28
14596,location 314,0,severity_type 2,resource_type 2,2,2,3,3,3,1.0,1,1,2025-12-08
6801,location 1107,1,severity_type 1,resource_type 8,2,2,4,4,20,5.0,8,2,2025-03-07
4896,location 249,1,severity_type 1,resource_type 8,4,4,10,10,26,2.6,4,1,2025-03-02
3287,location 613,1,severity_type 1,resource_type 8,3,3,4,4,16,4.0,8,2,2025-07-14
8377,location 161,1,severity_type 2,resource_type 2,2,2,4,4,8,2.0,2,2,2025-01-17
14233,location 1029,0,severity_type 1,resource_type 8,1,1,2,2,7,3.5,5,2,2025-04-20
5065,location 711,0,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-06-08
6233,location 375,0,severity_type 2,resource_type 2,2,2,2,2,99,49.5,50,49,2025-12-20
4160,location 97,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-29
16840,location 244,0,severity_type 2,resource_type 2,2,2,2,2,56,28.0,31,25,2025-02-25
18192,location 1054,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-11-22
7711,location 974,0,severity_type 2,resource_type 8,1,1,2,2,4,2.0,2,2,2025-02-03
7254,location 810,1,severity_type 1,resource_type 8,2,2,4,4,14,3.5,10,1,2025-10-01
3214,location 734,0,severity_type 1,resource_type 8,2,2,2,2,6,3.0,4,2,2025-11-05
14597,location 1115,1,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-11-22
15086,location 867,2,severity_type 1,resource_type 8,1,1,5,5,33,6.6,19,1,2025-03-23
8686,location 326,0,severity_type 1,resource_type 2,3,3,11,11,13,1.181818181818182,2,1,2025-11-23
16989,location 931,2,severity_type 1,resource_type 1,4,4,10,10,32,3.2,7,1,2025-02-12
420,location 686,0,severity_type 1,resource_type 8,3,3,6,6,8,1.3333333333333333,2,1,2025-07-09
16891,location 242,0,severity_type 2,resource_type 2,2,2,6,6,333,55.5,62,48,2025-06-21
8046,location 899,1,severity_type 1,resource_type 2,5,5,8,8,8,1.0,1,1,2025-04-26
7484,location 202,0,severity_type 1,resource_type 2,3,3,3,3,3,1.0,1,1,2025-01-09
14880,location 923,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-09
16049,location 894,0,severity_type 1,resource_type 2,3,3,6,6,25,4.166666666666667,6,2,2025-05-03
227,location 771,0,severity_type 2,resource_type 8,1,1,4,4,67,16.75,56,2,2025-08-30
1387,location 95,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-05-30
12011,location 485,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,10,5,2025-05-17
6123,location 974,0,severity_type 1,resource_type 8,1,1,1,1,2,2.0,2,2,2025-11-20
8935,location 919,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-02-04
2865,location 1009,0,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-09-26
17241,location 814,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-09-30
5237,location 973,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-05-19
3185,location 120,1,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-04-06
4691,location 504,0,severity_type 1,resource_type 2,3,3,14,14,197,14.071428571428571,60,2,2025-01-02
8423,location 500,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-12-08
17894,location 1058,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-12-12
14642,location 497,0,severity_type 2,resource_type 2,2,2,5,5,263,52.6,91,1,2025-03-29
5292,location 471,0,severity_type 2,resource_type 2,2,2,6,6,29,4.833333333333333,12,1,2025-01-12
3670,location 1084,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-02-14
7301,location 846,1,severity_type 2,resource_type 8,1,1,1,1,4,4.0,4,4,2025-01-25
2105,location 234,0,severity_type 2,resource_type 2,2,2,3,3,3,1.0,1,1,2025-10-31
1954,location 418,0,severity_type 4,resource_type 2,1,1,1,1,5,5.0,5,5,2025-11-22
7699,location 875,0,severity_type 2,resource_type 8,1,1,2,2,4,2.0,2,2,2025-02-25
15680,location 821,1,severity_type 1,resource_type 8,2,2,4,4,13,3.25,8,1,2025-09-30
16960,location 490,0,severity_type 2,resource_type 2,2,2,10,10,43,4.3,8,1,2025-03-07
2476,location 107,0,severity_type 2,resource_type 2,2,2,6,6,34,5.666666666666667,14,1,2025-05-15
4646,location 126,0,severity_type 2,resource_type 2,2,2,8,8,95,11.875,33,4,2025-08-07
4826,location 122,0,severity_type 2,resource_type 2,2,2,6,6,23,3.8333333333333335,6,2,2025-09-20
14595,location 1,1,severity_type 2,resource_type 8,1,1,4,4,11,2.75,4,1,2025-11-16
12970,location 618,1,severity_type 2,resource_type 4,2,2,3,3,5,1.6666666666666667,2,1,2025-01-17
9353,location 95,0,severity_type 2,resource_type 2,2,2,7,7,7,1.0,1,1,2025-03-13
17222,location 491,0,severity_type 2,resource_type 2,2,2,4,4,10,2.5,3,2,2025-04-13
10057,location 500,0,severity_type 2,resource_type 2,2,2,6,6,18,3.0,5,1,2025-04-24
12864,location 921,2,severity_type 1,resource_type 8,2,2,6,6,29,4.833333333333333,10,2,2025-12-31
16999,location 878,0,severity_type 1,resource_type 8,1,1,1,1,2,2.0,2,2,2025-10-11
2692,location 444,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-04-27
14976,location 963,0,severity_type 1,resource_type 8,1,1,3,3,244,81.33333333333333,122,41,2025-12-21
6847,location 240,1,severity_type 2,resource_type 2,2,2,6,6,18,3.0,4,1,2025-07-02
15784,location 599,0,severity_type 2,resource_type 8,1,1,1,1,14,14.0,14,14,2025-07-02
8439,location 303,1,severity_type 1,resource_type 2,2,2,8,8,8,1.0,1,1,2025-06-08
7067,location 684,0,severity_type 2,resource_type 8,1,1,2,2,53,26.5,40,13,2025-02-22
18113,location 155,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-08
17415,location 717,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-01-06
12978,location 1010,0,severity_type 1,resource_type 8,1,1,2,2,15,7.5,9,6,2025-03-05
5459,location 878,0,severity_type 1,resource_type 8,1,1,4,4,7,1.75,3,1,2025-03-25
10742,location 991,1,severity_type 1,resource_type 8,1,1,3,3,3,1.0,1,1,2025-04-12
497,location 253,0,severity_type 2,resource_type 2,2,2,4,4,10,2.5,3,2,2025-02-18
6646,location 1058,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-01-07
12958,location 1042,0,severity_type 1,resource_type 8,2,2,2,2,17,8.5,9,8,2025-09-05
5394,location 35,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-20
12610,location 648,1,severity_type 1,resource_type 7,2,2,4,4,5,1.25,2,1,2025-02-14
5926,location 465,0,severity_type 1,resource_type 2,2,2,4,4,8,2.0,3,1,2025-04-19
9713,location 499,0,severity_type 2,resource_type 2,2,2,6,6,346,57.66666666666666,82,34,2025-07-04
7364,location 597,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-05
5311,location 836,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-09-11
13337,location 101,0,severity_type 2,resource_type 2,2,2,6,6,10,1.6666666666666667,2,1,2025-10-07
11149,location 476,0,severity_type 2,resource_type 2,2,2,8,8,161,20.125,48,1,2025-08-01
6938,location 864,1,severity_type 1,resource_type 2,1,1,2,2,6,3.0,3,3,2025-06-02
14109,location 808,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-03-14
16926,location 91,0,severity_type 2,resource_type 2,2,2,3,3,10,3.333333333333333,5,1,2025-11-12
5219,location 157,0,severity_type 2,resource_type 2,2,2,2,2,34,17.0,19,15,2025-10-21
14939,location 845,1,severity_type 2,resource_type 8,1,1,2,2,8,4.0,6,2,2025-01-10
6492,location 695,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-09-19
4107,location 707,0,severity_type 2,resource_type 8,2,2,4,4,12,3.0,5,1,2025-01-31
506,location 756,0,severity_type 1,resource_type 8,1,1,2,2,25,12.5,13,12,2025-09-27
2435,location 738,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-10-29
12376,location 734,1,severity_type 2,resource_type 1,2,2,6,6,17,2.833333333333333,6,1,2025-02-17
135,location 878,0,severity_type 1,resource_type 8,1,1,2,2,11,5.5,6,5,2025-06-08
9605,location 244,0,severity_type 2,resource_type 2,2,2,2,2,53,26.5,27,26,2025-02-15
13872,location 1084,0,severity_type 2,resource_type 8,2,2,2,2,2,1.0,1,1,2025-07-27
15057,location 1008,0,severity_type 2,resource_type 8,1,1,2,2,44,22.0,40,4,2025-12-05
11020,location 661,1,severity_type 1,resource_type 6,2,2,3,3,3,1.0,1,1,2025-01-30
3536,location 1063,0,severity_type 1,resource_type 8,1,1,3,3,65,21.666666666666668,37,1,2025-05-26
14249,location 821,2,severity_type 1,resource_type 8,2,2,9,9,216,24.0,101,1,2025-12-22
3979,location 95,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-04-20
8293,location 407,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-02-18
2987,location 126,0,severity_type 2,resource_type 2,2,2,8,8,121,15.125,43,3,2025-06-28
2361,location 821,2,severity_type 1,resource_type 8,2,2,5,5,45,9.0,24,1,2025-07-05
11595,location 984,2,severity_type 1,resource_type 7,5,5,6,6,47,7.833333333333333,40,1,2025-08-30
15473,location 641,0,severity_type 1,resource_type 2,2,2,5,5,416,83.2,158,1,2025-04-25
8927,location 468,0,severity_type 2,resource_type 2,2,2,2,2,69,34.5,35,34,2025-12-15
7128,location 1052,1,severity_type 1,resource_type 8,2,2,4,4,49,12.25,23,6,2025-07-10
5580,location 644,0,severity_type 1,resource_type 2,2,2,4,4,20,5.0,9,1,2025-04-15
2302,location 644,0,severity_type 1,resource_type 2,2,2,4,4,288,72.0,143,1,2025-12-17
3332,location 468,0,severity_type 2,resource_type 2,2,2,2,2,16,8.0,8,8,2025-12-04
15011,location 826,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-07-02
3262,location 763,0,severity_type 1,resource_type 8,2,2,3,3,14,4.666666666666667,9,2,2025-01-10
8459,location 1107,0,severity_type 1,resource_type 8,2,2,4,4,146,36.5,108,4,2025-08-06
3303,location 794,0,severity_type 1,resource_type 7,3,3,3,3,3,1.0,1,1,2025-07-22
7207,location 124,0,severity_type 2,resource_type 2,2,2,6,6,23,3.8333333333333335,7,2,2025-02-24
2560,location 478,0,severity_type 2,resource_type 2,2,2,10,10,131,13.1,38,1,2025-08-20
5935,location 504,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,10,5,2025-11-03
17817,location 116,0,severity_type 1,resource_type 2,3,3,4,4,5,1.25,2,1,2025-02-08
6081,location 704,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-22
1244,location 276,1,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-02-21
784,location 445,0,severity_type 2,resource_type 2,2,2,2,2,23,11.5,12,11,2025-10-01
5703,location 846,2,severity_type 1,resource_type 8,2,2,2,2,22,11.0,12,10,2025-06-02
4848,location 1,0,severity_type 1,resource_type 8,2,2,5,5,35,7.0,16,2,2025-01-03
5634,location 1075,1,severity_type 2,resource_type 8,1,1,2,2,7,3.5,6,1,2025-12-19
16696,location 793,0,severity_type 1,resource_type 8,1,1,3,3,79,26.33333333333333,57,1,2025-03-02
12619,location 326,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-08-06
15671,location 252,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-03-08
12676,location 519,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-12-07
18093,location 1083,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-09-27
11855,location 972,1,severity_type 2,resource_type 7,3,3,5,5,6,1.2,2,1,2025-10-21
1456,location 1048,0,severity_type 1,resource_type 8,1,1,3,3,1041,347.0,636,104,2025-06-07
17460,location 1100,1,severity_type 1,resource_type 8,2,2,5,5,103,20.6,97,1,2025-06-20
12099,location 957,0,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-08-20
274,location 244,0,severity_type 2,resource_type 2,2,2,2,2,88,44.0,45,43,2025-10-14
105,location 376,1,severity_type 2,resource_type 2,2,2,7,7,10,1.4285714285714286,2,1,2025-11-06
13301,location 1046,0,severity_type 1,resource_type 8,2,2,3,3,4,1.3333333333333333,2,1,2025-01-07
12782,location 821,2,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-08-31
8928,location 324,0,severity_type 2,resource_type 2,2,2,6,6,6,1.0,1,1,2025-02-09
11604,location 847,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-04-16
16445,location 709,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-30
16694,location 810,1,severity_type 1,resource_type 8,2,2,2,2,6,3.0,4,2,2025-04-02
646,location 484,0,severity_type 2,resource_type 2,2,2,6,6,44,7.333333333333333,19,1,2025-10-18
11171,location 894,0,severity_type 1,resource_type 2,3,3,6,6,28,4.666666666666667,8,2,2025-06-18
18228,location 684,2,severity_type 1,resource_type 8,2,2,3,3,57,19.0,33,1,2025-03-26
1104,location 760,1,severity_type 1,resource_type 8,3,3,6,6,64,10.666666666666666,37,1,2025-05-02
16966,location 230,0,severity_type 2,resource_type 8,3,3,9,9,9,1.0,1,1,2025-07-13
16874,location 1099,0,severity_type 1,resource_type 8,1,1,2,2,31,15.5,18,13,2025-10-07
18127,location 943,1,severity_type 1,resource_type 8,1,1,3,3,3,1.0,1,1,2025-08-10
1205,location 242,0,severity_type 2,resource_type 2,2,2,6,6,279,46.5,68,33,2025-12-07
3172,location 122,0,severity_type 2,resource_type 2,2,2,8,8,49,6.125,9,2,2025-11-13
18535,location 133,0,severity_type 2,resource_type 2,2,2,5,5,6,1.2,2,1,2025-10-02
8729,location 734,1,severity_type 1,resource_type 8,2,2,5,5,39,7.8,34,1,2025-08-09
3384,location 9,0,severity_type 1,resource_type 8,2,2,3,3,234,78.0,180,1,2025-04-16
7640,location 998,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-05-31
7007,location 1049,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-13
11469,location 229,0,severity_type 1,resource_type 2,3,3,10,10,19,1.9,3,1,2025-05-17
16837,location 1065,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-12-05
17237,location 878,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-06-05
19,location 644,1,severity_type 1,resource_type 2,2,2,4,4,7,1.75,3,1,2025-02-11
14290,location 249,0,severity_type 1,resource_type 2,3,3,4,4,4,1.0,1,1,2025-08-26
6761,location 321,0,severity_type 1,resource_type 2,2,2,2,2,3,1.5,2,1,2025-12-18
15850,location 100,0,severity_type 2,resource_type 2,2,2,4,4,31,7.75,13,2,2025-11-13
16249,location 126,0,severity_type 2,resource_type 2,2,2,4,4,24,6.0,7,5,2025-04-11
11170,location 322,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-06-15
9380,location 618,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-07-13
1790,location 148,0,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-04-01
14735,location 1075,2,severity_type 1,resource_type 8,2,2,2,2,31,15.5,20,11,2025-04-09
14241,location 57,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-03-28
5689,location 91,0,severity_type 2,resource_type 2,2,2,2,2,220,110.0,148,72,2025-12-30
14799,location 462,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-30
15037,location 790,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-11-03
17745,location 1008,1,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-26
874,location 1100,2,severity_type 1,resource_type 8,2,2,2,2,157,78.5,115,42,2025-12-17
11724,location 707,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-02-08
12109,location 662,0,severity_type 1,resource_type 2,2,2,2,2,3,1.5,2,1,2025-11-18
2589,location 679,1,severity_type 1,resource_type 8,1,1,2,2,16,8.0,8,8,2025-01-25
1619,location 533,0,severity_type 1,resource_type 9,4,4,4,4,7,1.75,2,1,2025-06-23
9224,location 658,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-08-05
6197,location 1117,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-05-11
6643,location 51,1,severity_type 1,resource_type 8,2,2,3,3,3,1.0,1,1,2025-02-23
14544,location 1125,1,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-03-12
14337,location 1109,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-29
16159,location 135,0,severity_type 2,resource_type 2,2,2,4,4,48,12.0,24,1,2025-04-27
12623,location 297,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-04-24
11193,location 897,1,severity_type 1,resource_type 2,4,4,6,6,7,1.1666666666666667,2,1,2025-12-04
